,index,SUBJECT,Subject,Measure,Frequency,Unit,Reference Period,Level,Name
564,399090,CPALTT01,Consumer Price Index > All items > Total > Total,Index source base,Monthly,Index,1982-84=100,Consumer Price Index,Consumer Price Index All items Total Total
565,399911,CP060000,Consumer Price Index > Health (COICOP 06) > Total > Total,Index source base,Monthly,Index,2013M12=100,Consumer Price Index,Consumer Price Index Health (COICOP 06) Total Total
566,400073,CP010000,Consumer Price Index > Food and non-Alcoholic beverages (COICOP 01) > Total > Total,Index source base,Monthly,Index,2013M12=100,Consumer Price Index,Consumer Price Index Food and non-Alcoholic beverages (COICOP 01) Total Total
567,400894,CP020000,"Consumer Price Index > Alcoholic beverages, tobacco and narcotics (COICOP 02) > Total > Total",Index source base,Monthly,Index,2013M12=100,Consumer Price Index,"Consumer Price Index Alcoholic beverages, tobacco and narcotics (COICOP 02) Total Total"
568,401056,CP030000,Consumer Price Index > Clothing and footwear (COICOP 03) > Total > Total,Index source base,Monthly,Index,2013M12=100,Consumer Price Index,Consumer Price Index Clothing and footwear (COICOP 03) Total Total
569,401218,CP040000,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Total > Total",Index source base,Monthly,Index,2013M12=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Total Total"
570,401380,CP040100,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Actual rentals for housing > Total",Index source base,Monthly,Index,2013M12=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Actual rentals for housing Total"
571,401542,CP040200,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Imputed rentals for housing > Total",Index source base,Monthly,Index,2013M12=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Imputed rentals for housing Total"
572,401704,CP040300,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Maintenance and repairs of the dwellings > Total",Index source base,Monthly,Index,2013M12=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Maintenance and repairs of the dwellings Total"
573,401866,CP040400,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Water supply and miscellaneous services relating to the dwelling > Total",Index source base,Monthly,Index,2013M12=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Water supply and miscellaneous services relating to the dwelling Total"
574,402028,CP040500,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Electricity, gas and other fuels > Total",Index source base,Monthly,Index,2013M12=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Electricity, gas and other fuels Total"
575,402190,CP050000,"Consumer Price Index > Furnishings, household equip. and routine household maintenance (COICOP 05) > Total > Total",Index source base,Monthly,Index,2013M12=100,Consumer Price Index,"Consumer Price Index Furnishings, household equip. and routine household maintenance (COICOP 05) Total Total"
576,402352,CP070000,Consumer Price Index > Transport (COICOP 07) > Total > Total,Index source base,Monthly,Index,2013M12=100,Consumer Price Index,Consumer Price Index Transport (COICOP 07) Total Total
577,402514,CP070200,Consumer Price Index > Transport (COICOP 07) > Fuels and lubricants for personal transport equipment > Total,Index source base,Monthly,Index,2013M12=100,Consumer Price Index,Consumer Price Index Transport (COICOP 07) Fuels and lubricants for personal transport equipment Total
578,402676,CP080000,Consumer Price Index > Communication (COICOP 08) > Total > Total,Index source base,Monthly,Index,2013M12=100,Consumer Price Index,Consumer Price Index Communication (COICOP 08) Total Total
579,402838,CP090000,Consumer Price Index > Recreation and culture  (COICOP 09) > Total > Total,Index source base,Monthly,Index,2013M12=100,Consumer Price Index,Consumer Price Index Recreation and culture  (COICOP 09) Total Total
580,403000,CP100000,Consumer Price Index > Education (COICOP 10) > Total > Total,Index source base,Monthly,Index,2013M12=100,Consumer Price Index,Consumer Price Index Education (COICOP 10) Total Total
581,403162,CP110000,Consumer Price Index > Restaurants and hotels (COICOP 11) > Total > Total,Index source base,Monthly,Index,2013M12=100,Consumer Price Index,Consumer Price Index Restaurants and hotels (COICOP 11) Total Total
582,403324,CP120000,Consumer Price Index > Miscellaneous goods and services (COICOP 12) > Total > Total,Index source base,Monthly,Index,2013M12=100,Consumer Price Index,Consumer Price Index Miscellaneous goods and services (COICOP 12) Total Total
583,403486,CPGRSE01,Consumer Price Index > OECD Groups > Services > Total,Index source base,Monthly,Index,2013M12=100,Consumer Price Index,Consumer Price Index OECD Groups Services Total
584,403648,CPHP0100,Consumer Price Index > Harmonised prices > Food and non-Alcoholic beverages (COICOP 01) > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Harmonised prices Food and non-Alcoholic beverages (COICOP 01) Total
585,403906,CP060000,Consumer Price Index > Health (COICOP 06) > Total > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Health (COICOP 06) Total Total
586,404068,CP010000,Consumer Price Index > Food and non-Alcoholic beverages (COICOP 01) > Total > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Food and non-Alcoholic beverages (COICOP 01) Total Total
587,404889,CP020000,"Consumer Price Index > Alcoholic beverages, tobacco and narcotics (COICOP 02) > Total > Total",Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,"Consumer Price Index Alcoholic beverages, tobacco and narcotics (COICOP 02) Total Total"
588,405051,CP030000,Consumer Price Index > Clothing and footwear (COICOP 03) > Total > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Clothing and footwear (COICOP 03) Total Total
589,405213,CP040000,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Total > Total",Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Total Total"
590,405375,CP040100,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Actual rentals for housing > Total",Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Actual rentals for housing Total"
591,405537,CP040200,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Imputed rentals for housing > Total",Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Imputed rentals for housing Total"
592,405699,CP040300,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Maintenance and repairs of the dwellings > Total",Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Maintenance and repairs of the dwellings Total"
593,405861,CP040400,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Water supply and miscellaneous services relating to the dwelling > Total",Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Water supply and miscellaneous services relating to the dwelling Total"
594,406023,CP040500,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Electricity, gas and other fuels > Total",Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Electricity, gas and other fuels Total"
595,406185,CP050000,"Consumer Price Index > Furnishings, household equip. and routine household maintenance (COICOP 05) > Total > Total",Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,"Consumer Price Index Furnishings, household equip. and routine household maintenance (COICOP 05) Total Total"
596,406347,CP070000,Consumer Price Index > Transport (COICOP 07) > Total > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Transport (COICOP 07) Total Total
597,406509,CP080000,Consumer Price Index > Communication (COICOP 08) > Total > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Communication (COICOP 08) Total Total
598,406671,CP090000,Consumer Price Index > Recreation and culture  (COICOP 09) > Total > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Recreation and culture  (COICOP 09) Total Total
599,406833,CP100000,Consumer Price Index > Education (COICOP 10) > Total > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Education (COICOP 10) Total Total
600,406995,CP110000,Consumer Price Index > Restaurants and hotels (COICOP 11) > Total > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Restaurants and hotels (COICOP 11) Total Total
601,407157,CP120000,Consumer Price Index > Miscellaneous goods and services (COICOP 12) > Total > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Miscellaneous goods and services (COICOP 12) Total Total
602,407319,CPGRGO01,Consumer Price Index > OECD Groups > Goods > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index OECD Groups Goods Total
603,407481,CPGRSE01,Consumer Price Index > OECD Groups > Services > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index OECD Groups Services Total
604,407643,CPHP0200,"Consumer Price Index > Harmonised prices > Alcoholic beverages, tobacco and narcotics (COICOP 02) > Total",Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,"Consumer Price Index Harmonised prices Alcoholic beverages, tobacco and narcotics (COICOP 02) Total"
605,407901,CPHP0300,Consumer Price Index > Harmonised prices > Clothing and footwear (COICOP 03) > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Harmonised prices Clothing and footwear (COICOP 03) Total
606,408159,CPHP0400,"Consumer Price Index > Harmonised prices > Housing, water, electricity, gas and other fuels (COICOP 04) > Total",Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,"Consumer Price Index Harmonised prices Housing, water, electricity, gas and other fuels (COICOP 04) Total"
607,408417,CPHP0500,"Consumer Price Index > Harmonised prices > Furnishings, household equip. and routine household maintenance (COICOP 05) > Total",Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,"Consumer Price Index Harmonised prices Furnishings, household equip. and routine household maintenance (COICOP 05) Total"
608,408675,CPHP0600,Consumer Price Index > Harmonised prices > Health (COICOP 06) > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Harmonised prices Health (COICOP 06) Total
609,408933,CPHP0700,Consumer Price Index > Harmonised prices > Transport (COICOP 07) > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Harmonised prices Transport (COICOP 07) Total
610,409191,CPHP0800,Consumer Price Index > Harmonised prices > Communication (COICOP 08) > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Harmonised prices Communication (COICOP 08) Total
611,409449,CPHP0900,Consumer Price Index > Harmonised prices > Recreation and culture  (COICOP 09) > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Harmonised prices Recreation and culture  (COICOP 09) Total
612,409707,CPHP1000,Consumer Price Index > Harmonised prices > Education (COICOP 10) > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Harmonised prices Education (COICOP 10) Total
613,409965,CPHP1100,Consumer Price Index > Harmonised prices > Restaurants and hotels (COICOP 11) > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Harmonised prices Restaurants and hotels (COICOP 11) Total
614,410223,CPHP1200,Consumer Price Index > Harmonised prices > Miscellaneous goods and services (COICOP 12) > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Harmonised prices Miscellaneous goods and services (COICOP 12) Total
615,410481,CPHP0100,Consumer Price Index > Harmonised prices > Food and non-Alcoholic beverages (COICOP 01) > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Food and non-Alcoholic beverages (COICOP 01) Total
616,410738,CP060000,Consumer Price Index > Health (COICOP 06) > Total > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Health (COICOP 06) Total Total
617,410899,CP010000,Consumer Price Index > Food and non-Alcoholic beverages (COICOP 01) > Total > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Food and non-Alcoholic beverages (COICOP 01) Total Total
618,411719,CP020000,"Consumer Price Index > Alcoholic beverages, tobacco and narcotics (COICOP 02) > Total > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Alcoholic beverages, tobacco and narcotics (COICOP 02) Total Total"
619,411880,CP030000,Consumer Price Index > Clothing and footwear (COICOP 03) > Total > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Clothing and footwear (COICOP 03) Total Total
620,412041,CP040000,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Total > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Total Total"
621,412202,CP040100,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Actual rentals for housing > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Actual rentals for housing Total"
622,412363,CP040200,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Imputed rentals for housing > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Imputed rentals for housing Total"
623,412524,CP040300,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Maintenance and repairs of the dwellings > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Maintenance and repairs of the dwellings Total"
624,412685,CP040400,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Water supply and miscellaneous services relating to the dwelling > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Water supply and miscellaneous services relating to the dwelling Total"
625,412846,CP040500,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Electricity, gas and other fuels > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Electricity, gas and other fuels Total"
626,413007,CP050000,"Consumer Price Index > Furnishings, household equip. and routine household maintenance (COICOP 05) > Total > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Furnishings, household equip. and routine household maintenance (COICOP 05) Total Total"
627,413168,CP070000,Consumer Price Index > Transport (COICOP 07) > Total > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Transport (COICOP 07) Total Total
628,413329,CP070200,Consumer Price Index > Transport (COICOP 07) > Fuels and lubricants for personal transport equipment > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Transport (COICOP 07) Fuels and lubricants for personal transport equipment Total
629,413490,CP080000,Consumer Price Index > Communication (COICOP 08) > Total > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Communication (COICOP 08) Total Total
630,413651,CP090000,Consumer Price Index > Recreation and culture  (COICOP 09) > Total > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Recreation and culture  (COICOP 09) Total Total
631,413812,CP100000,Consumer Price Index > Education (COICOP 10) > Total > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Education (COICOP 10) Total Total
632,413973,CP110000,Consumer Price Index > Restaurants and hotels (COICOP 11) > Total > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Restaurants and hotels (COICOP 11) Total Total
633,414134,CP120000,Consumer Price Index > Miscellaneous goods and services (COICOP 12) > Total > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Miscellaneous goods and services (COICOP 12) Total Total
634,414295,CPGRGO01,Consumer Price Index > OECD Groups > Goods > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index OECD Groups Goods Total
635,414456,CPGRSE01,Consumer Price Index > OECD Groups > Services > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index OECD Groups Services Total
636,414617,CPHP0200,"Consumer Price Index > Harmonised prices > Alcoholic beverages, tobacco and narcotics (COICOP 02) > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Harmonised prices Alcoholic beverages, tobacco and narcotics (COICOP 02) Total"
637,414874,CPHP0300,Consumer Price Index > Harmonised prices > Clothing and footwear (COICOP 03) > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Clothing and footwear (COICOP 03) Total
638,415131,CPHP0400,"Consumer Price Index > Harmonised prices > Housing, water, electricity, gas and other fuels (COICOP 04) > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Harmonised prices Housing, water, electricity, gas and other fuels (COICOP 04) Total"
639,415388,CPHP0500,"Consumer Price Index > Harmonised prices > Furnishings, household equip. and routine household maintenance (COICOP 05) > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Harmonised prices Furnishings, household equip. and routine household maintenance (COICOP 05) Total"
640,415645,CPHP0600,Consumer Price Index > Harmonised prices > Health (COICOP 06) > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Health (COICOP 06) Total
641,415902,CPHP0700,Consumer Price Index > Harmonised prices > Transport (COICOP 07) > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Transport (COICOP 07) Total
642,416159,CPHP0800,Consumer Price Index > Harmonised prices > Communication (COICOP 08) > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Communication (COICOP 08) Total
643,416416,CPHP0900,Consumer Price Index > Harmonised prices > Recreation and culture  (COICOP 09) > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Recreation and culture  (COICOP 09) Total
644,416673,CPHP1000,Consumer Price Index > Harmonised prices > Education (COICOP 10) > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Education (COICOP 10) Total
645,416930,CPHP1100,Consumer Price Index > Harmonised prices > Restaurants and hotels (COICOP 11) > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Restaurants and hotels (COICOP 11) Total
646,417187,CPHP1200,Consumer Price Index > Harmonised prices > Miscellaneous goods and services (COICOP 12) > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Miscellaneous goods and services (COICOP 12) Total
647,417444,CPHP0100,Consumer Price Index > Harmonised prices > Food and non-Alcoholic beverages (COICOP 01) > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Food and non-Alcoholic beverages (COICOP 01) Total
648,417690,CP060000,Consumer Price Index > Health (COICOP 06) > Total > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Health (COICOP 06) Total Total
649,417840,CP010000,Consumer Price Index > Food and non-Alcoholic beverages (COICOP 01) > Total > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Food and non-Alcoholic beverages (COICOP 01) Total Total
650,418649,CP020000,"Consumer Price Index > Alcoholic beverages, tobacco and narcotics (COICOP 02) > Total > Total",Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Alcoholic beverages, tobacco and narcotics (COICOP 02) Total Total"
651,418799,CP030000,Consumer Price Index > Clothing and footwear (COICOP 03) > Total > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Clothing and footwear (COICOP 03) Total Total
652,418949,CP040000,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Total > Total",Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Total Total"
653,419099,CP040100,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Actual rentals for housing > Total",Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Actual rentals for housing Total"
654,419249,CP040200,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Imputed rentals for housing > Total",Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Imputed rentals for housing Total"
655,419399,CP040300,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Maintenance and repairs of the dwellings > Total",Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Maintenance and repairs of the dwellings Total"
656,419549,CP040400,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Water supply and miscellaneous services relating to the dwelling > Total",Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Water supply and miscellaneous services relating to the dwelling Total"
657,419699,CP040500,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Electricity, gas and other fuels > Total",Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Electricity, gas and other fuels Total"
658,419849,CP050000,"Consumer Price Index > Furnishings, household equip. and routine household maintenance (COICOP 05) > Total > Total",Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Furnishings, household equip. and routine household maintenance (COICOP 05) Total Total"
659,419999,CP070000,Consumer Price Index > Transport (COICOP 07) > Total > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Transport (COICOP 07) Total Total
660,420149,CP070200,Consumer Price Index > Transport (COICOP 07) > Fuels and lubricants for personal transport equipment > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Transport (COICOP 07) Fuels and lubricants for personal transport equipment Total
661,420299,CP080000,Consumer Price Index > Communication (COICOP 08) > Total > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Communication (COICOP 08) Total Total
662,420449,CP090000,Consumer Price Index > Recreation and culture  (COICOP 09) > Total > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Recreation and culture  (COICOP 09) Total Total
663,420599,CP100000,Consumer Price Index > Education (COICOP 10) > Total > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Education (COICOP 10) Total Total
664,420749,CP110000,Consumer Price Index > Restaurants and hotels (COICOP 11) > Total > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Restaurants and hotels (COICOP 11) Total Total
665,420899,CP120000,Consumer Price Index > Miscellaneous goods and services (COICOP 12) > Total > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Miscellaneous goods and services (COICOP 12) Total Total
666,421049,CPGRGO01,Consumer Price Index > OECD Groups > Goods > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index OECD Groups Goods Total
667,421199,CPGRSE01,Consumer Price Index > OECD Groups > Services > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index OECD Groups Services Total
668,421349,CPHP0200,"Consumer Price Index > Harmonised prices > Alcoholic beverages, tobacco and narcotics (COICOP 02) > Total",Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Harmonised prices Alcoholic beverages, tobacco and narcotics (COICOP 02) Total"
669,421595,CPHP0300,Consumer Price Index > Harmonised prices > Clothing and footwear (COICOP 03) > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Clothing and footwear (COICOP 03) Total
670,421841,CPHP0400,"Consumer Price Index > Harmonised prices > Housing, water, electricity, gas and other fuels (COICOP 04) > Total",Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Harmonised prices Housing, water, electricity, gas and other fuels (COICOP 04) Total"
671,422087,CPHP0500,"Consumer Price Index > Harmonised prices > Furnishings, household equip. and routine household maintenance (COICOP 05) > Total",Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index Harmonised prices Furnishings, household equip. and routine household maintenance (COICOP 05) Total"
672,422333,CPHP0600,Consumer Price Index > Harmonised prices > Health (COICOP 06) > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Health (COICOP 06) Total
673,422579,CPHP0700,Consumer Price Index > Harmonised prices > Transport (COICOP 07) > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Transport (COICOP 07) Total
674,422825,CPHP0800,Consumer Price Index > Harmonised prices > Communication (COICOP 08) > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Communication (COICOP 08) Total
675,423071,CPHP0900,Consumer Price Index > Harmonised prices > Recreation and culture  (COICOP 09) > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Recreation and culture  (COICOP 09) Total
676,423317,CPHP1000,Consumer Price Index > Harmonised prices > Education (COICOP 10) > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Education (COICOP 10) Total
677,423563,CPHP1100,Consumer Price Index > Harmonised prices > Restaurants and hotels (COICOP 11) > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Restaurants and hotels (COICOP 11) Total
678,423809,CPHP1200,Consumer Price Index > Harmonised prices > Miscellaneous goods and services (COICOP 12) > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices Miscellaneous goods and services (COICOP 12) Total
679,424055,CPALTT01,Consumer Price Index > All items > Total > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index All items Total Total
680,424216,CP060000,Consumer Price Index > Health (COICOP 06) > Total > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index Health (COICOP 06) Total Total
681,424354,CP010000,Consumer Price Index > Food and non-Alcoholic beverages (COICOP 01) > Total > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index Food and non-Alcoholic beverages (COICOP 01) Total Total
682,424515,CP020000,"Consumer Price Index > Alcoholic beverages, tobacco and narcotics (COICOP 02) > Total > Total",Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,"Consumer Price Index Alcoholic beverages, tobacco and narcotics (COICOP 02) Total Total"
683,424653,CP030000,Consumer Price Index > Clothing and footwear (COICOP 03) > Total > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index Clothing and footwear (COICOP 03) Total Total
684,424791,CP040000,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Total > Total",Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Total Total"
685,424929,CP050000,"Consumer Price Index > Furnishings, household equip. and routine household maintenance (COICOP 05) > Total > Total",Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,"Consumer Price Index Furnishings, household equip. and routine household maintenance (COICOP 05) Total Total"
